	AreaName	Total area in square miles 1990	Total area in square miles 2000	Land area in square miles 1980	Land area in square miles 1990	Land area in square miles 2000	Land area in square miles 2010	Water area in square miles 1990	Water area in square miles 2000	county	state
1737	Knox, NE	1139.75	1139.65	1105.46	1108.21	1108.12	1108.35	31.54	31.53	Knox	 NE
1738	Lancaster, NE	846.73	846.71	839.02	838.89	838.88	837.55	7.84	7.83	Lancaster	 NE
1739	Lincoln, NE	2575.27	2575.1	2525.47	2564.17	2563.98	2564.07	11.1	11.12	Lincoln	 NE
1740	Logan, NE	571.18	571.15	571.13	570.71	570.68	570.66	0.47	0.46	Logan	 NE
1741	Loup, NE	571.06	571.02	574.05	569.75	569.71	568.29	1.31	1.31	Loup	 NE
1742	McPherson, NE	860.06	860.02	859.35	859.02	858.98	858.98	1.04	1.04	McPherson	 NE
1743	Madison, NE	575.09	575.05	575.35	572.62	572.57	572.74	2.47	2.49	Madison	 NE
1744	Merrick, NE	494.39	494.72	478.08	484.65	484.88	484.88	9.74	9.85	Merrick	 NE
1745	Morrill, NE	1429.92	1429.81	1404.96	1423.86	1423.75	1423.84	6.06	6.06	Morrill	 NE
1746	Nance, NE	448.08	448.04	439.43	441.35	441.32	441.63	6.73	6.73	Nance	 NE
1747	Nemaha, NE	411.91	411.89	408.52	409.32	409.3	407.38	2.59	2.58	Nemaha	 NE
1748	Nuckolls, NE	576.0	575.96	575.67	575.34	575.3	575.16	0.66	0.66	Nuckolls	 NE
1749	Otoe, NE	619.12	619.09	615.38	615.86	615.69	615.63	3.26	3.4	Otoe	 NE
1750	Pawnee, NE	432.97	432.95	432.6	431.72	431.57	431.08	1.25	1.38	Pawnee	 NE
1751	Perkins, NE	884.33	884.27	884.61	883.17	883.18	883.34	1.16	1.1	Perkins	 NE
1752	Phelps, NE	540.62	540.6	539.89	539.99	539.97	539.79	0.63	0.64	Phelps	 NE
1753	Pierce, NE	575.31	575.27	574.74	573.96	573.93	573.25	1.35	1.34	Pierce	 NE
1754	Platte, NE	689.13	689.08	669.24	678.07	678.07	674.06	11.06	11.01	Platte	 NE
1755	Polk, NE	441.13	440.72	437.13	439.11	438.84	438.35	2.02	1.88	Polk	 NE
1756	Red Willow, NE	718.1	718.06	718.3	716.67	716.65	716.99	1.43	1.4	Red Willow	 NE
1757	Richardson, NE	555.98	555.95	552.71	553.47	553.26	551.84	2.51	2.7	Richardson	 NE
1758	Rock, NE	1011.91	1011.85	1003.29	1008.51	1008.46	1008.32	3.4	3.4	Rock	 NE
1759	Saline, NE	576.08	576.06	575.48	575.36	575.34	574.02	0.72	0.73	Saline	 NE
1760	Sarpy, NE	247.29	247.28	238.16	240.67	240.52	238.99	6.62	6.76	Sarpy	 NE
1761	Saunders, NE	758.91	758.82	752.8	754.06	753.9	750.23	4.85	4.92	Saunders	 NE
1762	Scotts Bluff, NE	745.57	745.5	725.18	739.35	739.27	739.4	6.22	6.22	Scotts Bluff	 NE
1763	Seward, NE	575.74	575.73	575.17	574.78	574.75	571.43	0.96	0.97	Seward	 NE
1764	Sheridan, NE	2470.12	2469.99	2452.77	2441.18	2441.04	2440.86	28.94	28.95	Sheridan	 NE
1765	Sherman, NE	571.66	571.63	563.5	565.88	565.84	565.83	5.78	5.78	Sherman	 NE
1766	Sioux, NE	2067.43	2067.32	2069.56	2066.7	2066.59	2066.74	0.73	0.73	Sioux	 NE
1767	Stanton, NE	431.08	431.06	430.8	429.85	429.83	427.95	1.23	1.23	Stanton	 NE
1768	Thayer, NE	575.36	575.3	575.04	574.58	574.55	573.81	0.78	0.75	Thayer	 NE
1769	Thomas, NE	713.69	713.65	713.4	712.9	712.86	713.24	0.79	0.79	Thomas	 NE
1770	Thurston, NE	396.27	396.25	390.63	393.83	393.81	393.58	2.44	2.44	Thurston	 NE
1771	Valley, NE	570.54	570.51	567.33	568.13	568.11	568.05	2.41	2.41	Valley	 NE
1772	Washington, NE	393.79	393.76	386.21	390.48	390.49	389.96	3.31	3.27	Washington	 NE
1773	Wayne, NE	443.52	443.48	443.16	443.47	443.43	442.92	0.05	0.05	Wayne	 NE
1774	Webster, NE	575.04	575.02	575.22	574.91	574.89	574.91	0.13	0.13	Webster	 NE
1775	Wheeler, NE	575.61	575.57	574.93	575.2	575.17	575.18	0.41	0.41	Wheeler	 NE
1776	York, NE	576.04	576.02	575.76	575.68	575.66	572.51	0.36	0.36	York	 NE
1777	NEVADA	110566.91	110560.71	109893.59	109805.89	109825.99	109781.18	761.02	734.71		
1778	Churchill, NV	5023.65	5023.38	4990.09	4929.34	4929.08	4930.46	94.31	94.3	Churchill	 NV
1779	Clark, NV	8091.05	8090.66	7881.29	7910.71	7910.34	7891.43	180.34	180.32	Clark	 NV
1780	Douglas, NV	737.67	737.65	708.13	709.87	709.85	709.72	27.8	27.8	Douglas	 NV
1781	Elko, NV	17204.04	17202.94	17134.54	17181.56	17179.03	17169.83	22.48	23.91	Elko	 NV
1782	Esmeralda, NV	3589.19	3589.0	3587.33	3588.69	3588.5	3581.88	0.5	0.5	Esmeralda	 NV
1783	Eureka, NV	4180.25	4179.96	4174.52	4175.97	4175.68	4175.68	4.28	4.28	Eureka	 NV
1784	Humboldt, NV	9658.42	9657.87	9698.05	9648.46	9647.91	9640.76	9.96	9.96	Humboldt	 NV
1785	Lander, NV	5519.64	5519.47	5515.27	5493.8	5493.63	5490.11	25.84	25.84	Lander	 NV
1786	Lincoln, NV	10637.44	10636.77	10634.64	10634.69	10633.61	10633.2	2.75	3.17	Lincoln	 NV
1787	Lyon, NV	2016.49	2016.4	2006.77	1993.78	1993.69	2001.19	22.71	22.71	Lyon	 NV
1788	Mineral, NV	3813.17	3812.97	3744.24	3756.62	3756.4	3752.84	56.55	56.56	Mineral	 NV
1789	Nye, NV	18159.71	18158.73	18154.81	18147.24	18146.66	18181.92	12.47	12.07	Nye	 NV
1790	Pershing, NV	6067.89	6067.55	6035.81	6009.11	6036.56	6036.56	58.78	30.99	Pershing	 NV
1791	Storey, NV	263.81	263.8	264.46	263.47	263.45	262.92	0.34	0.34	Storey	 NV
1792	Washoe, NV	6551.48	6551.32	6316.5	6342.47	6342.27	6302.37	209.01	209.05	Washoe	 NV
1793	White Pine, NV	8897.17	8896.6	8901.55	8876.58	8875.98	8875.65	20.59	20.62	White Pine	 NV
1794	Carson City city, NV	155.85	155.66	145.59	143.54	143.35	144.66	12.31	12.31	Carson City city	 NV
1795	NEW HAMPSHIRE	9350.93	9349.94	8993.11	8969.36	8968.1	8952.65	381.57	381.84		
1796	Belknap, NH	468.59	468.55	404.18	401.32	401.29	400.23	67.27	67.26	Belknap	 NH
1797	Carroll, NH	992.32	992.24	932.56	933.91	933.8	931.06	58.41	58.44	Carroll	 NH
1798	Cheshire, NH	729.21	729.15	710.85	707.47	707.4	706.66	21.74	21.75	Cheshire	 NH
1799	Coos, NH	1831.72	1831.44	1804.48	1800.65	1800.39	1794.69	31.07	31.06	Coos	 NH
1800	Grafton, NH	1750.3	1750.08	1719.44	1713.51	1713.33	1708.75	36.79	36.75	Grafton	 NH
1801	Hillsborough, NH	892.28	892.2	876.32	876.48	876.36	876.14	15.8	15.84	Hillsborough	 NH
1802	Merrimack, NH	956.56	956.49	935.87	934.52	934.43	934.12	22.04	22.06	Merrimack	 NH
1803	Rockingham, NH	794.04	793.96	699.11	695.24	694.96	694.72	98.8	99.0	Rockingham	 NH
1804	Strafford, NH	383.95	383.91	370.36	368.83	368.76	368.98	15.12	15.15	Strafford	 NH
1805	Sullivan, NH	551.98	551.92	539.94	537.45	537.38	537.31	14.53	14.54	Sullivan	 NH
1806	NEW JERSEY	8721.95	8721.3	7467.92	7418.84	7417.34	7354.22	1303.11	1303.96		
1807	Atlantic, NJ	671.47	671.45	568.04	561.15	561.07	555.7	110.32	110.37	Atlantic	 NJ
1808	Bergen, NJ	246.82	246.8	236.83	234.2	234.17	233.01	12.62	12.63	Bergen	 NJ
1809	Burlington, NJ	819.48	819.43	808.01	804.77	804.57	798.58	14.71	14.86	Burlington	 NJ
1810	Camden, NJ	227.59	227.58	223.27	222.34	222.3	221.26	5.25	5.28	Camden	 NJ
1811	Cape May, NJ	620.29	620.28	262.7	255.21	255.19	251.43	365.08	365.09	Cape May	 NJ
1812	Cumberland, NJ	676.57	676.59	497.95	489.32	489.3	483.7	187.25	187.29	Cumberland	 NJ
1813	Essex, NJ	129.59	129.56	127.11	126.29	126.27	126.21	3.3	3.29	Essex	 NJ
1814	Gloucester, NJ	337.0	336.92	327.23	324.87	324.72	322.01	12.13	12.2	Gloucester	 NJ
1815	Hudson, NJ	62.26	62.43	46.44	46.65	46.69	46.19	15.61	15.74	Hudson	 NJ
1816	Hunterdon, NJ	437.85	437.76	426.49	430.09	429.94	427.82	7.76	7.82	Hunterdon	 NJ
1817	Mercer, NJ	228.87	228.84	226.56	225.95	225.93	224.56	2.92	2.91	Mercer	 NJ
1818	Middlesex, NJ	322.65	322.51	316.02	310.63	309.72	308.91	12.02	12.79	Middlesex	 NJ
1819	Monmouth, NJ	665.34	665.12	472.27	471.86	471.94	468.79	193.48	193.18	Monmouth	 NJ
1820	Morris, NJ	481.36	481.29	470.48	469.07	468.99	460.18	12.29	12.29	Morris	 NJ
1821	Ocean, NJ	915.9	915.88	641.25	636.34	636.28	628.78	279.56	279.6	Ocean	 NJ
1822	Passaic, NJ	197.07	197.05	187.19	185.05	185.29	184.59	12.02	11.76	Passaic	 NJ
1823	Salem, NJ	372.54	372.57	337.92	337.84	337.88	331.9	34.7	34.69	Salem	 NJ
1824	Somerset, NJ	305.07	305.05	304.57	304.73	304.69	301.81	0.34	0.36	Somerset	 NJ
1825	Sussex, NJ	535.96	535.99	525.54	521.24	521.26	519.01	14.72	14.73	Sussex	 NJ
1826	Union, NJ	105.46	105.46	103.18	103.29	103.29	102.86	2.17	2.17	Union	 NJ
1827	Warren, NJ	362.78	362.75	358.87	357.92	357.87	356.92	4.86	4.89	Warren	 NJ
1828	NEW MEXICO	121598.23	121589.48	121334.95	121364.54	121355.53	121298.15	233.69	233.96		
1829	Bernalillo, NM	1168.77	1168.65	1168.54	1166.16	1166.03	1160.83	2.61	2.62	Bernalillo	 NM
1830	Catron, NM	6929.49	6929.03	6928.72	6928.27	6927.81	6923.69	1.22	1.22	Catron	 NM
1831	Chaves, NM	6075.6	6075.07	6065.68	6071.39	6070.86	6065.28	4.21	4.21	Chaves	 NM
1832	Cibola, NM	4542.07	4541.71	0.0	4539.56	4539.21	4539.48	2.51	2.5	Cibola	 NM
1833	Colfax, NM	3768.29	3768.05	3762.33	3756.91	3756.79	3758.06	11.38	11.26	Colfax	 NM
1834	Curry, NM	1407.78	1407.67	1407.78	1406.06	1405.95	1404.8	1.72	1.72	Curry	 NM
1835	De Baca, NM	2334.02	2333.83	2322.85	2325.06	2324.87	2322.62	8.96	8.96	De Baca	 NM
1836	Dona Ana, NM	3814.88	3814.62	3818.73	3807.44	3807.18	3807.51	7.44	7.44	Dona Ana	 NM
1837	Eddy, NM	4197.8	4197.57	4184.09	4182.25	4182.02	4175.73	15.55	15.55	Eddy	 NM
1838	Grant, NM	3967.79	3967.5	3969.3	3966.17	3965.88	3961.63	1.62	1.62	Grant	 NM
1839	Guadalupe, NM	3031.81	3031.58	3032.13	3030.61	3030.37	3030.48	1.2	1.2	Guadalupe	 NM
1840	Harding, NM	2126.1	2125.95	2122.27	2125.49	2125.34	2125.44	0.61	0.61	Harding	 NM
1841	Hidalgo, NM	3446.2	3445.91	3445.21	3445.92	3445.63	3436.86	0.28	0.28	Hidalgo	 NM
1842	Lea, NM	4394.33	4394.02	4389.37	4393.27	4392.96	4390.93	1.06	1.06	Lea	 NM
1843	Lincoln, NM	4831.64	4831.25	4832.39	4831.45	4830.97	4831.09	0.19	0.28	Lincoln	 NM
1844	Los Alamos, NM	109.35	109.35	109.32	109.35	109.35	109.17	0.0	0.0	Los Alamos	 NM
1845	Luna, NM	2965.5	2965.28	2965.24	2965.31	2965.09	2965.19	0.19	0.19	Luna	 NM
1846	McKinley, NM	5455.62	5455.22	5441.98	5449.13	5448.72	5449.81	6.49	6.49	McKinley	 NM
1847	Mora, NM	1933.6	1933.48	1929.67	1931.22	1931.1	1931.27	2.38	2.38	Mora	 NM
1848	Otero, NM	6627.84	6627.43	6626.08	6626.94	6626.5	6613.21	0.9	0.93	Otero	 NM
1849	Quay, NM	2881.98	2881.8	2874.19	2875.11	2874.93	2874.35	6.87	6.87	Quay	 NM
1850	Rio Arriba, NM	5896.53	5896.1	5856.26	5858.06	5857.63	5860.84	38.47	38.47	Rio Arriba	 NM
1851	Roosevelt, NM	2455.08	2454.87	2452.73	2448.7	2448.5	2447.43	6.38	6.37	Roosevelt	 NM
1852	Sandoval, NM	3714.65	3714.32	3706.68	3709.66	3709.34	3710.65	4.99	4.98	Sandoval	 NM
1853	San Juan, NM	5538.71	5538.36	5521.46	5514.39	5514.02	5513.07	24.32	24.35	San Juan	 NM
1854	San Miguel, NM	4736.0	4735.63	4709.17	4717.41	4717.04	4715.82	18.59	18.59	San Miguel	 NM
1855	Santa Fe, NM	1910.95	1910.79	1905.11	1909.35	1909.19	1909.41	1.6	1.6	Santa Fe	 NM
1856	Sierra, NM	4236.59	4236.3	4177.51	4180.52	4180.23	4178.96	56.07	56.07	Sierra	 NM
1857	Socorro, NM	6649.06	6648.71	6624.8	6647.08	6646.4	6646.68	1.98	2.31	Socorro	 NM
1858	Taos, NM	2204.77	2204.62	2203.9	2203.31	2203.17	2203.11	1.46	1.45	Taos	 NM
1859	Torrance, NM	3346.1	3345.81	3335.17	3345.1	3344.81	3344.85	1.0	1.0	Torrance	 NM
1860	Union, NM	3831.0	3830.79	3830.03	3830.21	3830.0	3823.74	0.79	0.79	Union	 NM
1861	Valencia, NM	1068.29	1068.21	5616.26	1067.64	1067.63	1066.18	0.65	0.58	Valencia	 NM
1862	NEW YORK	54474.56	54556.0	47377.01	47223.85	47213.79	47126.4	7250.71	7342.22		
1863	Albany, NY	533.47	533.21	523.54	523.76	523.45	522.8	9.71	9.76	Albany	 NY
1864	Allegany, NY	1034.48	1034.42	1032.11	1030.28	1030.22	1029.31	4.2	4.2	Allegany	 NY
1865	Bronx, NY	57.42	57.43	41.74	42.03	42.03	42.1	15.39	15.4	Bronx	 NY
1866	Broome, NY	715.5	715.46	711.51	706.86	706.82	705.77	8.64	8.64	Broome	 NY
1867	Cattaraugus, NY	1322.33	1322.25	1306.05	1309.94	1309.85	1308.35	12.39	12.4	Cattaraugus	 NY
1868	Cayuga, NY	778.93	863.64	695.09	693.27	693.18	691.58	85.66	170.46	Cayuga	 NY
1869	Chautauqua, NY	1500.19	1500.02	1063.96	1062.15	1062.05	1060.23	438.04	437.97	Chautauqua	 NY
1870	Chemung, NY	410.81	410.79	410.71	408.19	408.17	407.35	2.62	2.62	Chemung	 NY
1871	Chenango, NY	898.76	898.7	897.31	894.42	894.36	893.55	4.34	4.34	Chenango	 NY
1872	Clinton, NY	1117.68	1117.61	1042.67	1039.4	1038.95	1037.85	78.28	78.67	Clinton	 NY
1873	Columbia, NY	648.32	648.27	638.32	635.79	635.73	634.71	12.53	12.54	Columbia	 NY
1874	Cortland, NY	501.55	501.52	500.29	499.68	499.65	498.76	1.87	1.87	Cortland	 NY
1875	Delaware, NY	1468.11	1468.04	1439.68	1446.44	1446.37	1442.44	21.67	21.67	Delaware	 NY
1876	Dutchess, NY	825.43	825.38	804.09	801.65	801.59	795.63	23.78	23.78	Dutchess	 NY
1877	Erie, NY	1226.97	1226.89	1045.7	1044.67	1044.21	1042.69	182.3	182.68	Erie	 NY
1878	Essex, NY	1916.62	1916.5	1806.44	1796.96	1796.8	1794.23	119.66	119.7	Essex	 NY
1879	Franklin, NY	1697.54	1697.44	1642.08	1631.61	1631.49	1629.12	65.93	65.95	Franklin	 NY
1880	Fulton, NY	532.94	532.9	496.68	496.18	496.17	495.47	36.76	36.73	Fulton	 NY
1881	Genesee, NY	495.37	495.33	494.65	494.14	494.11	492.94	1.23	1.22	Genesee	 NY
1882	Greene, NY	658.19	658.13	648.15	647.85	647.75	647.16	10.34	10.38	Greene	 NY
1883	Hamilton, NY	1807.9	1807.81	1721.3	1720.69	1720.39	1717.37	87.21	87.41	Hamilton	 NY
1884	Herkimer, NY	1458.46	1458.35	1416.45	1411.84	1411.25	1411.47	46.62	47.1	Herkimer	 NY
1885	Jefferson, NY	1857.35	1857.08	1273.14	1272.32	1272.2	1268.59	585.03	584.88	Jefferson	 NY
1886	Kings, NY	96.87	96.9	70.24	70.53	70.61	70.82	26.34	26.29	Kings	 NY
1887	Lewis, NY	1289.99	1289.89	1283.49	1275.58	1275.42	1274.68	14.41	14.47	Lewis	 NY
1888	Livingston, NY	640.49	640.44	632.7	632.17	632.13	631.76	8.32	8.32	Livingston	 NY
1889	Madison, NY	661.56	661.54	656.2	655.87	655.86	654.84	5.69	5.69	Madison	 NY
1890	Monroe, NY	1365.95	1365.61	663.26	659.29	659.29	657.21	706.66	706.31	Monroe	 NY
1891	Montgomery, NY	410.35	410.32	403.85	404.83	404.82	403.04	5.52	5.51	Montgomery	 NY
1892	Nassau, NY	453.32	453.08	286.67	286.77	286.69	284.72	166.55	166.39	Nassau	 NY
1893	New York, NY	33.68	33.77	22.18	28.38	22.96	22.83	5.3	10.81	New York	 NY
1894	Niagara, NY	1139.89	1139.83	526.3	522.97	522.95	522.36	616.92	616.89	Niagara	 NY
1895	Oneida, NY	1257.16	1257.11	1218.85	1212.75	1212.7	1212.43	44.41	44.41	Oneida	 NY
1896	Onondaga, NY	805.73	805.69	784.47	780.32	780.29	778.39	25.41	25.4	Onondaga	 NY
1897	Ontario, NY	662.46	662.43	644.04	644.41	644.38	644.07	18.05	18.05	Ontario	 NY
1898	Orange, NY	838.58	838.55	825.85	816.38	816.34	811.69	22.2	22.21	Orange	 NY
1899	Orleans, NY	817.53	817.47	391.16	391.43	391.4	391.26	426.1	426.07	Orleans	 NY
1900	Oswego, NY	1312.22	1312.18	954.46	953.33	953.3	951.65	358.89	358.88	Oswego	 NY
1901	Otsego, NY	1015.24	1015.1	1003.8	1002.93	1002.8	1001.7	12.31	12.31	Otsego	 NY
1902	Putnam, NY	246.27	246.25	230.53	231.54	231.28	230.31	14.73	14.97	Putnam	 NY
1903	Queens, NY	177.35	178.28	108.63	109.4	109.24	108.53	67.95	69.04	Queens	 NY
1904	Rensselaer, NY	665.46	665.39	654.67	654.03	653.96	652.43	11.43	11.43	Rensselaer	 NY
1905	Richmond, NY	102.62	102.5	58.74	58.61	58.48	58.37	44.01	44.02	Richmond	 NY
1906	Rockland, NY	199.36	199.34	174.92	174.23	174.22	173.55	25.13	25.12	Rockland	 NY
1907	St. Lawrence, NY	2821.61	2821.48	2728.09	2685.72	2685.6	2680.38	135.89	135.88	St. Lawrence	 NY
1908	Saratoga, NY	843.78	843.71	810.41	811.91	811.84	809.98	31.87	31.87	Saratoga	 NY
1909	Schenectady, NY	209.64	209.62	205.74	206.12	206.1	204.52	3.52	3.52	Schenectady	 NY
1910	Schoharie, NY	626.18	626.36	623.95	621.84	622.02	621.82	4.34	4.34	Schoharie	 NY
1911	Schuyler, NY	346.16	342.22	329.35	328.73	328.71	328.33	17.43	13.51	Schuyler	 NY
1912	Seneca, NY	390.53	390.51	327.44	324.93	324.91	323.71	65.6	65.6	Seneca	 NY
1913	Steuben, NY	1404.17	1404.1	1396.21	1392.72	1392.64	1390.56	11.45	11.45	Steuben	 NY
1914	Suffolk, NY	2373.39	2373.07	911.45	911.23	912.2	912.05	1462.16	1460.87	Suffolk	 NY
1915	Sullivan, NY	996.93	996.85	975.93	969.8	969.71	968.13	27.13	27.14	Sullivan	 NY
1916	Tioga, NY	522.94	522.91	519.18	518.73	518.69	518.6	4.21	4.21	Tioga	 NY
1917	Tompkins, NY	491.65	491.63	476.85	476.08	476.05	474.65	15.57	15.57	Tompkins	 NY
1918	Ulster, NY	1160.82	1160.76	1130.78	1126.58	1126.48	1124.24	34.24	34.28	Ulster	 NY
1919	Warren, NY	931.73	931.66	882.25	869.72	869.29	866.95	62.01	62.37	Warren	 NY
1920	Washington, NY	845.91	845.84	836.17	835.53	835.44	831.18	10.38	10.4	Washington	 NY
1921	Wayne, NY	1384.18	1384.14	605.1	604.22	604.21	603.83	779.96	779.93	Wayne	 NY
1922	Westchester, NY	500.21	500.08	437.74	432.89	432.82	430.5	67.32	67.26	Westchester	 NY
1923	Wyoming, NY	596.48	596.44	594.75	592.98	592.91	592.75	3.5	3.53	Wyoming	 NY
1924	Yates, NY	371.85	375.76	338.95	338.25	338.24	338.14	33.6	37.52	Yates	 NY
1925	NORTH CAROLINA	53821.35	53818.51	48843.37	48718.08	48710.88	48617.91	5103.27	5107.63		
1926	Alamance, NC	434.8	434.77	433.14	430.69	429.99	423.94	4.11	4.78	Alamance	 NC
1927	Alexander, NC	263.29	263.14	258.64	260.32	260.18	259.99	2.97	2.95	Alexander	 NC
1928	Alleghany, NC	235.52	235.52	234.52	234.68	234.65	235.06	0.84	0.87	Alleghany	 NC
1929	Anson, NC	537.17	537.13	533.14	531.61	531.57	531.45	5.56	5.56	Anson	 NC
1930	Ashe, NC	426.81	426.78	426.16	426.16	426.13	426.14	0.65	0.65	Ashe	 NC
1931	Avery, NC	247.22	247.21	247.07	247.02	247.0	247.09	0.2	0.2	Avery	 NC
1932	Beaufort, NC	958.0	958.69	826.1	827.61	827.97	827.19	130.39	130.72	Beaufort	 NC
1933	Bertie, NC	741.22	741.22	700.93	699.24	699.19	699.27	41.98	42.03	Bertie	 NC
1934	Bladen, NC	887.15	887.13	878.92	875.01	874.94	874.33	12.14	12.19	Bladen	 NC
1935	Brunswick, NC	1050.06	1050.01	860.49	854.9	854.79	846.97	195.16	195.21	Brunswick	 NC
1936	Buncombe, NC	660.05	659.8	659.33	656.28	655.99	656.67	3.77	3.81	Buncombe	 NC
1937	Burke, NC	514.91	514.89	504.45	506.74	506.72	507.1	8.17	8.17	Burke	 NC
1938	Cabarrus, NC	365.02	364.98	364.08	364.43	364.39	361.75	0.59	0.59	Cabarrus	 NC
1939	Caldwell, NC	474.32	474.29	471.17	471.67	471.6	471.57	2.65	2.7	Caldwell	 NC
1940	Camden, NC	305.72	305.7	240.49	240.7	240.68	240.56	65.02	65.02	Camden	 NC
1941	Carteret, NC	1351.57	1340.53	525.57	531.37	519.84	506.25	820.2	820.68	Carteret	 NC
1942	Caswell, NC	428.47	428.43	427.51	425.73	424.67	424.92	2.74	3.76	Caswell	 NC
1943	Catawba, NC	413.52	413.51	395.66	399.98	399.97	398.72	13.54	13.54	Catawba	 NC
1944	Chatham, NC	709.18	709.05	707.91	683.08	682.85	682.19	26.1	26.19	Chatham	 NC
1945	Cherokee, NC	466.69	466.68	451.83	455.2	455.19	455.43	11.49	11.49	Cherokee	 NC
1946	Chowan, NC	233.32	233.31	181.55	172.64	172.64	172.47	60.68	60.67	Chowan	 NC
1947	Clay, NC	220.6	220.6	213.91	214.7	214.7	214.75	5.9	5.89	Clay	 NC
1948	Cleveland, NC	468.31	468.6	468.19	464.34	464.63	464.25	3.97	3.97	Cleveland	 NC
1949	Columbus, NC	953.64	953.6	938.44	936.84	936.8	937.29	16.8	16.8	Columbus	 NC
1950	Craven, NC	761.82	774.14	701.47	695.56	708.43	708.96	66.26	65.72	Craven	 NC
1951	Cumberland, NC	658.5	658.46	657.26	653.13	652.72	652.32	5.37	5.74	Cumberland	 NC
1952	Currituck, NC	525.68	525.65	255.59	261.71	261.7	261.85	263.97	263.95	Currituck	 NC
1953	Dare, NC	1561.59	1561.51	390.79	381.67	383.58	383.42	1179.92	1177.93	Dare	 NC
1954	Davidson, NC	566.81	566.77	548.28	552.23	552.15	552.68	14.58	14.62	Davidson	 NC
1955	Davie, NC	266.89	266.89	266.59	265.21	265.18	264.11	1.68	1.7	Davie	 NC
1956	Duplin, NC	819.15	819.11	819.22	817.83	817.73	816.22	1.32	1.38	Duplin	 NC
1957	Durham, NC	298.12	297.79	297.74	290.63	290.32	285.98	7.49	7.47	Durham	 NC
1958	Edgecombe, NC	506.61	506.58	505.69	505.07	505.03	505.34	1.54	1.55	Edgecombe	 NC
1959	Forsyth, NC	412.91	412.92	412.48	409.66	409.6	408.15	3.25	3.32	Forsyth	 NC
1960	Franklin, NC	494.14	494.59	494.38	491.59	492.02	491.68	2.55	2.57	Franklin	 NC
1961	Gaston, NC	363.85	363.54	357.29	356.53	356.21	356.03	7.32	7.33	Gaston	 NC
1962	Gates, NC	345.63	345.6	338.25	340.63	340.61	340.45	5.0	5.0	Gates	 NC
1963	Graham, NC	301.61	301.6	288.69	292.08	292.07	292.08	9.53	9.53	Graham	 NC
1964	Granville, NC	536.6	536.56	533.5	531.17	531.12	531.57	5.43	5.45	Granville	 NC
1965	Greene, NC	265.91	265.89	266.37	265.45	265.4	265.93	0.46	0.49	Greene	 NC
1966	Guilford, NC	657.73	657.7	650.77	650.13	649.42	645.7	7.6	8.28	Guilford	 NC
1967	Halifax, NC	730.97	731.35	723.69	725.44	725.36	724.09	5.53	5.99	Halifax	 NC
1968	Harnett, NC	601.3	601.3	601.11	595.04	595.01	594.99	6.26	6.29	Harnett	 NC
1969	Haywood, NC	554.85	554.62	554.85	553.89	553.66	553.69	0.96	0.96	Haywood	 NC
1970	Henderson, NC	374.85	375.04	374.39	373.84	374.0	373.07	1.01	1.04	Henderson	 NC
1971	Hertford, NC	360.83	360.42	356.09	353.67	353.26	353.06	7.16	7.16	Hertford	 NC
1972	Hoke, NC	392.37	392.34	391.16	391.25	391.21	390.74	1.12	1.12	Hoke	 NC
1973	Hyde, NC	1424.0	1424.0	624.22	612.82	612.8	612.7	811.18	811.2	Hyde	 NC
1974	Iredell, NC	593.42	597.01	574.12	574.4	575.57	573.83	19.02	21.44	Iredell	 NC
1975	Jackson, NC	494.36	494.5	490.52	490.58	490.71	490.76	3.78	3.79	Jackson	 NC
1976	Johnston, NC	795.9	795.79	795.41	791.98	791.85	791.3	3.92	3.94	Johnston	 NC
1977	Jones, NC	474.74	473.32	470.01	473.3	471.88	470.71	1.44	1.44	Jones	 NC
1978	Lee, NC	259.36	259.33	259.28	257.29	257.26	254.96	2.07	2.07	Lee	 NC
1979	Lenoir, NC	402.11	402.09	402.32	399.87	399.85	400.59	2.24	2.24	Lenoir	 NC
1980	Lincoln, NC	307.06	307.03	298.26	298.82	298.79	297.94	8.24	8.24	Lincoln	 NC
1981	McDowell, NC	446.43	446.41	437.39	441.7	441.68	440.61	4.73	4.73	McDowell	 NC
1982	Macon, NC	519.44	519.47	516.58	516.45	516.47	515.56	2.99	3.0	Macon	 NC
1983	Madison, NC	451.61	451.59	451.31	449.44	449.42	449.57	2.17	2.17	Madison	 NC
1984	Martin, NC	462.9	461.49	460.76	462.59	461.17	461.22	0.31	0.32	Martin	 NC
1985	Mecklenburg, NC	549.74	546.22	527.77	527.43	526.28	523.84	22.31	19.94	Mecklenburg	 NC
1986	Mitchell, NC	222.15	222.14	222.0	221.47	221.43	221.43	0.68	0.71	Mitchell	 NC
1987	Montgomery, NC	501.1	501.64	489.55	491.06	491.6	491.76	10.04	10.04	Montgomery	 NC
1988	Moore, NC	706.29	705.67	701.25	698.75	697.74	697.84	7.54	7.94	Moore	 NC
1989	Nash, NC	542.72	542.69	539.6	540.32	540.27	540.41	2.4	2.42	Nash	 NC
1990	New Hanover, NC	327.93	327.92	184.54	198.94	198.93	191.53	128.99	128.98	New Hanover	 NC
1991	Northampton, NC	550.26	550.61	538.32	536.14	536.48	536.59	14.12	14.13	Northampton	 NC
1992	Onslow, NC	908.46	908.56	762.61	766.87	766.82	762.74	141.59	141.74	Onslow	 NC
1993	Orange, NC	401.15	401.21	400.27	399.79	399.84	397.96	1.36	1.37	Orange	 NC
